K	PR	Item ID	Item
71	0.0031750402411270585	9	('1903',)
72	0.003150296038469973	106	('5554',)
73	0.003114784983521899	395	('8029',)
74	0.0030877173756490546	261	('889',)
75	0.0030098597244965766	181	('8857',)
76	0.0029870887258193813	184	('5233',)
77	0.002977727662923356	67	('2828',)
78	0.0028665688973337567	161	('4992',)
79	0.002846208050056046	359	('2729',)
80	0.0028359485983826586	85	('167',)
81	0.0028055444236300803	470	('593',)
82	0.0027974583621601518	60	('1781',)
83	0.002793499746037223	185	('856',)
84	0.0027708107329504745	577	('4646',)
85	0.0027693702665632807	175	('4289',)
86	0.0027617601316247535	188	('2782',)
87	0.002761191329235758	232	('3595',)
88	0.0027430019739035937	385	('1917',)
89	0.002713111462199769	353	('2775',)
90	0.0026669545422840788	415	('4247',)
91	0.0026637764987052772	171	('2331',)
92	0.002648184223636973	212	('2992',)
93	0.0026091808185576856	17	('5757',)
94	0.002594834450399088	440	('273',)
95	0.002592979614024197	404	('1600',)
96	0.002555622314991274	144	('3092',)
97	0.0025247784843165882	241	('5522',)
98	0.002494963378010919	373	('181',)
99	0.002491525703615237	126	('4352',)
100	0.0024793863979230826	19	('4337',)
101	0.0024745131784055566	231	('2771',)
102	0.0024620432012180424	186	('8079',)
103	0.0024532024731341914	51	('5196',)
104	0.002438204650943752	95	('4173',)
105	0.0024204334022787984	316	('7597',)
106	0.0023759869386759296	27	('151',)
107	0.0023702530860669	245	('3592',)
108	0.0023236987986902033	177	('4899',)
109	0.0023204911744817177	561	('143',)
110	0.0023174163967999164	547	('2823',)
111	0.0023038119616258235	114	('9703',)
112	0.002295964128542473	600	('490',)
113	0.0022426324298524996	654	('3077',)
114	0.0021982780355269986	112	('4640',)
115	0.00219823531228946	49	('603',)
116	0.0021777513546865387	198	('2631',)
117	0.002149515460379624	192	('4624',)
118	0.0021244203691396873	81	('90',)
119	0.002113730831731167	201	('2865',)
120	0.002086837598563415	194	('7596',)
121	0.0020374969523416307	550	('5363',)
122	0.0019962536268109472	225	('4774',)
123	0.001971756595815024	183	('1219',)
124	0.0019383444755177305	389	('3915',)
125	0.0019358025803780027	530	('5760',)
126	0.001905653992324583	191	('3241',)
127	0.0018997852462642423	202	('1658',)
128	0.0018961405545472683	135	('2200',)
129	0.0018852270727682833	52	('4067',)
130	0.0018739145508403633	309	('9468',)
131	0.0018541033237797887	332	('4858',)
132	0.0018427815871488117	384	('1080',)
133	0.0018415833986524252	418	('8092',)
134	0.0018362842915252585	361	('9581',)
135	0.0018138161029136778	160	('732',)
136	0.0018070075840172775	2	('5015',)
137	0.0018031536306939988	340	('4827',)
138	0.0017842190307775108	362	('2664',)
139	0.0017630918672844596	41	('5828',)
140	0.0017506237587751005	452	('1139',)
141	0.0017416126184457677	562	('1831',)
142	0.0017186745413326726	250	('1532',)
143	0.0017038399301625455	468	('1872',)
144	0.0016984259306672942	68	('2346',)
145	0.0016977774902379777	423	('1985',)
146	0.0016919335764716294	268	('2131',)
147	0.0016893772722194505	420	('3144',)
148	0.0016832540232364483	271	('2968',)
149	0.0016591049706176537	131	('5778',)
150	0.0016052477361054045	229	('4345',)
151	0.0015485214716175768	419	('4747',)
152	0.001546935468339356	61	('4250',)
153	0.0015406803842783641	481	('7606',)
154	0.0015088454881533966	244	('4006',)
155	0.001503163896668641	172	('1369',)
156	0.0015003962443027325	517	('207',)
157	0.0014993035041547895	453	('1483',)
158	0.0014987332606476002	102	('3662',)
159	0.001498414835727076	236	('3724',)
160	0.0014980372686225667	35	('1952',)
161	0.0014505286742087572	548	('5899',)
162	0.0014487194176734273	456	('3974',)
163	0.0014481855237068867	246	('1847',)
164	0.0014353852936263025	12	('4592',)
165	0.0014185619056464255	436	('4489',)
166	0.0014148653157755311	435	('311',)
167	0.0013952498562910046	695	('2833',)
168	0.0013913703285448813	215	('2266',)
169	0.001360597074823087	391	('3719',)
170	0.0013590984438550872	430	('5263',)
171	0.0013587224857052323	411	('2935',)
172	0.0013485942203856976	412	('819',)
173	0.0013355725362021096	123	('4620',)
174	0.0013338546390346824	339	('5513',)
175	0.0013245497432970758	216	('1912',)
176	0.0013213200007052563	223	('4752',)
177	0.001319858711539765	166	('5022',)
178	0.0013197428559738934	556	('5135',)
179	0.001310658998895873	140	('9826',)
180	0.0013105432681023916	211	('130',)
181	0.001310048083252402	230	('3106',)
182	0.0013084706794672634	69	('3169',)
183	0.0012863326138784449	37	('2999',)
184	0.0012813662866894887	337	('5581',)
185	0.0012776218579147532	45	('811',)
186	0.0012759360452599662	262	('6047',)
187	0.0012743579562916028	156	('426',)
188	0.0012696348665176378	180	('4700',)
189	0.0012675479139204458	545	('943',)
190	0.0012668989657738552	533	('2249',)
191	0.0012587437510952603	510	('8914',)
192	0.0012474241335180096	578	('6514',)
193	0.0012461089113172436	573	('4444',)
194	0.0012397118492017557	488	('3099',)
195	0.0012372076504789413	697	('3130',)
196	0.0012326752579195663	218	('5889',)
197	0.0012054671009708567	44	('219',)
198	0.0012028806192008004	525	('2756',)
199	0.0011967249008503498	576	('253',)
200	0.0011844832889650447	4	('3062',)
201	0.0011843287710840038	323	('639',)
202	0.0011768791454730455	197	('9265',)
203	0.001172994835809254	240	('689',)
204	0.0011698431385239452	285	('611',)
205	0.0011607256230669494	537	('42',)
206	0.0011549430557800003	454	('722',)
207	0.0011239670844614858	367	('501',)
208	0.0011147552104253694	110	('4611',)
209	0.0011052280638574443	141	('6464',)
210	0.0010963893538758294	274	('966',)
211	0.0010630134652584902	320	('4188',)
212	0.0010471936453828187	136	('4761',)
213	0.001042595255735918	272	('854',)
214	0.0010386710479028745	397	('369',)
215	0.0010189508038456513	14	('3767',)
216	0.001015289018106475	702	('5767',)
217	0.0010136181047160134	164	('5438',)
218	0.001008403621274343	504	('2994',)
219	0.0010065212607945587	546	('1988',)
220	0.0009999834783486795	154	('1878',)
221	0.0009995173392578333	242	('4070',)
222	0.0009763286259728089	765	('8435',)
223	0.000974227395424591	558	('4400',)
224	0.0009738286605837664	55	('5152',)
225	0.0009623859835103373	684	('1254',)
226	0.0009555667089368863	508	('2539',)
227	0.0009333107860067258	65	('4403',)
228	0.0009153873202387339	228	('5145',)
229	0.0009147248659868617	70	('5133',)
230	0.0009032554486887174	564	('5676',)
231	0.0008969051312908457	113	('8640',)
232	0.0008922748578929723	421	('5477',)
233	0.0008882722830117406	438	('2503',)
234	0.0008771666138344867	751	('3624',)
235	0.0008768101135743491	137	('402',)
236	0.000872952211093574	36	('4779',)
237	0.0008526256200029009	493	('944',)
238	0.0008451958648118907	324	('2567',)
239	0.0008372883844695113	249	('166',)
240	0.0008249835814757359	204	('2831',)
241	0.0008223064245106661	187	('3370',)
242	0.0008210200678175572	574	('2275',)
243	0.0008155550585095144	142	('903',)
244	0.0008103884888566778	173	('3381',)
245	0.0008050269295899464	234	('5270',)
246	0.0007989063925009105	403	('3010',)
247	0.0007968989216447493	334	('1452',)
248	0.0007966299428479782	749	('3066',)
249	0.0007952987300762339	57	('5450',)
250	0.000792122300029963	516	('1597',)
251	0.0007858585736455056	83	('2491',)
252	0.0007837651698837699	165	('5490',)
253	0.0007816350915597717	375	('5677',)
254	0.0007715654487257457	56	('3107',)
255	0.000768971285570728	145	('4402',)
256	0.0007628475802717817	100	('1524',)
257	0.0007606870375678514	101	('1593',)
258	0.0007525466652376181	147	('2157',)
259	0.00073805055230373	538	('681',)
260	0.000722909031961072	138	('5290',)
261	0.0007227406236967584	139	('8956',)
262	0.0007179019121302693	483	('4438',)
263	0.0007086611194497465	219	('4453',)
264	0.0006968572912713413	627	('1995',)
265	0.000681368081219923	146	('3618',)
266	0.0006809955001077408	463	('818',)
267	0.0006789257290440622	54	('881',)
268	0.0006780503002696438	376	('828',)
269	0.0006737002189260056	691	('5956',)
270	0.0006718359322524788	469	('2204',)
271	0.0006672669662226511	259	('2241',)
272	0.0006670394129874749	554	('5784',)
273	0.0006543392448215508	107	('3501',)
274	0.000644199823743601	341	('1140',)
275	0.0006399416021509752	539	('6424',)
276	0.0006381853881267424	690	('1441',)
277	0.0006353812299624339	269	('2594',)
278	0.0006334481822539732	458	('3432',)
279	0.0006219932374477268	257	('5224',)
280	0.0006192671232701523	200	('2940',)
281	0.0006182300317979282	567	('4830',)
282	0.000618158193156634	150	('1698',)
283	0.0006031297953284227	677	('963',)
284	0.0005965463681586441	846	('1142',)
285	0.0005950584416620347	40	('5629',)
286	0.0005947888894781806	13	('5793',)
287	0.0005908142870368499	750	('3824',)
288	0.0005782833209204903	158	('7762',)
289	0.0005757060261479682	515	('4231',)
290	0.0005747692252901861	536	('4714',)
291	0.0005727144679540646	429	('5171',)
292	0.0005694749550383972	176	('5724',)
293	0.0005669631392119592	416	('3434',)
294	0.0005595303984667591	642	('5157',)
295	0.0005441305661179094	465	('837',)
296	0.0005433475622977309	505	('394',)
297	0.000543140621589862	406	('1817',)
298	0.0005399428667475406	542	('205',)
299	0.0005383171576125364	76	('1782',)
300	0.0005375881923460288	584	('5268',)
301	0.0005334759444378162	487	('5137',)
302	0.0005312671026258169	473	('3110',)
303	0.0005223513935353227	393	('1997',)
304	0.0005085443094762098	275	('3871',)
305	0.0004960375683239056	129	('2685',)
306	0.0004935631612877548	696	('5923',)
307	0.0004909770608923714	687	('790',)
308	0.0004894086434883254	779	('3179',)
309	0.0004891177033997614	23	('3315',)
310	0.0004886703475821138	82	('1282',)
311	0.0004830323054801931	477	('4452',)
312	0.0004829242537416799	524	('1708',)
313	0.0004819232851149555	277	('3917',)
314	0.00047923167575629586	326	('1276',)
315	0.000474379596534416	583	('3766',)
316	0.00047417465797420903	327	('843',)
317	0.0004718689374788572	265	('5749',)
318	0.00046937999170518197	360	('3952',)
319	0.00046900137382279984	124	('2918',)
320	0.00046416383761860866	18	('5096',)
321	0.0004635987393930188	199	('1323',)
322	0.00046077486323430246	673	('7895',)
323	0.0004527234855531203	282	('4868',)
324	0.00045239561475021023	598	('3775',)
325	0.000452301060714342	614	('2145',)
326	0.00044973668634013474	514	('2088',)
327	0.0004445079996224234	808	('3649',)
328	0.00044346460949165384	484	('5708',)
329	0.0004432507962065294	664	('3380',)
330	0.00044304613914834297	425	('333',)
331	0.00043872375208294694	518	('8839',)
332	0.00043392372368621893	479	('1965',)
333	0.0004323391422877275	322	('5753',)
334	0.0004315554525670415	595	('5075',)
335	0.00043003246006440476	628	('1786',)
336	0.0004284520304419573	464	('4458',)
337	0.000423724148067341	80	('3415',)
338	0.00042179327351298164	571	('2821',)
339	0.0004213960796933294	426	('4625',)
340	0.0004210177960670209	845	('3218',)
341	0.0004181356468163848	224	('3126',)
342	0.000416946921188554	482	('4404',)
343	0.000412579810404405	152	('4984',)
344	0.0004094495028073396	321	('1286',)
345	0.00040399846890817165	503	('1159',)
346	0.0004033018137746163	383	('2385',)
347	0.00039680807063550186	162	('4295',)
348	0.00039557259217867764	190	('1107',)
349	0.0003900220011892948	752	('1816',)
350	0.0003877497108883912	606	('4844',)
351	0.00038442825131750535	117	('1340',)
352	0.0003831067185932368	507	('5345',)
353	0.00038272152599363893	766	('2207',)
354	0.000380713641987053	331	('7593',)
355	0.00038063960526399403	494	('3035',)
356	0.0003801389535080048	346	('5213',)
357	0.00037974878353818557	115	('4564',)
358	0.00037946714362255165	132	('1534',)
359	0.00036908403558057613	264	('484',)
360	0.0003685618384902748	366	('4258',)
361	0.0003663603485268194	592	('1304',)
362	0.0003641418614107059	693	('3943',)
363	0.000363020971941258	364	('4760',)
364	0.0003614364621855861	235	('915',)
365	0.00035954118552907095	594	('5808',)
366	0.0003555044655009365	105	('5774',)
367	0.0003508094118235707	7	('232',)
368	0.00035033445486068807	589	('2414',)
369	0.00034981994846319375	205	('4500',)
370	0.0003486915177838543	459	('6133',)
371	0.000348282479245245	319	('1274',)
372	0.00034809626816413374	496	('4717',)
373	0.0003473446625691425	318	('4510',)
374	0.00034677373084215067	497	('808',)
375	0.0003462903761222135	255	('1413',)
376	0.00034547180162828326	588	('3978',)
377	0.00034279389350668475	258	('5836',)
378	0.0003417858316649068	431	('5643',)
379	0.0003386365865692189	379	('6142',)
380	0.00033792865941157193	414	('4851',)
381	0.00033521066251384116	566	('283',)
382	0.00033311057367147443	704	('2394',)
383	0.0003286762441177679	372	('9719',)
384	0.0003247814975781855	75	('4196',)
385	0.0003209659799863365	213	('5718',)
386	0.0003187089484597426	549	('3125',)
387	0.000314487696387065	486	('2302',)
388	0.0003142570809336293	444	('6418',)
389	0.00031135256786220803	823	('1392',)
390	0.0003095802325235965	239	('2714',)
391	0.0003088330908307031	502	('2121',)
392	0.0003077033475797032	798	('5608',)
393	0.00030553312819636084	252	('2779',)
394	0.0003052670651886827	540	('4529',)
395	0.0003045822648329148	119	('2369',)
396	0.00030132275716543254	730	('5072',)
397	0.0002968371233991524	317	('2220',)
398	0.0002956328789055218	442	('5494',)
399	0.00029376750989754244	251	('1891',)
400	0.00028645711845986204	541	('4244',)
401	0.00028494428406156114	209	('4867',)
402	0.0002832562835501478	210	('5123',)
403	0.000281619816883171	38	('5821',)
404	0.00028123533673079284	884	('2417',)
405	0.0002805000811304931	764	('2516',)
406	0.00028021540294362513	314	('5094',)
407	0.00027995086801634505	352	('2235',)
408	0.00027968090360178414	387	('5917',)
409	0.000278341818751148	857	('3326',)
410	0.00027668043124776104	66	('3976',)
411	0.00027453850710243286	653	('502',)
412	0.00027444343026859086	587	('5625',)
413	0.000273985687540048	732	('1720',)
414	0.00027334859906262484	835	('70',)
415	0.00027271334434328647	551	('5160',)
416	0.00026940183954004816	799	('3324',)
417	0.00026930131190035646	88	('3342',)
418	0.00026410773391978803	363	('2067',)
419	0.0002635681922444272	625	('2623',)
420	0.00026300077202178515	143	('4542',)
421	0.0002619062575502226	485	('6196',)
422	0.0002610900134114823	655	('20',)
423	0.0002597625997011495	217	('1231',)
424	0.0002573797544202892	591	('4279',)
425	0.00025731700509427707	130	('2201',)
426	0.0002504164980441306	737	('3350',)
427	0.00024542809900477357	597	('2490',)
428	0.00024483011584228344	512	('1314',)
429	0.00024337051407373952	208	('2307',)
430	0.0002430298709294368	336	('4588',)
431	0.00024216531760800825	572	('3880',)
432	0.0002420852174116323	783	('1348',)
433	0.00023970430098723457	284	('2760',)
434	0.00023756125194277639	636	('3614',)
435	0.00023633137714886062	617	('2654',)
436	0.00023323832984196063	581	('4448',)
437	0.0002299359487305452	167	('3791',)
438	0.00022969758987608006	860	('5041',)
439	0.00022839570885530925	260	('3837',)
440	0.00022698411122650203	777	('1612',)
441	0.0002265180598585513	596	('21',)
442	0.0002261569551412404	424	('4059',)
443	0.00022448676927085484	247	('3196',)
444	0.0002242051771984958	700	('193',)
445	0.00022364005861714184	495	('5134',)
446	0.00022282020142642885	24	('5333',)
447	0.0002227735867898137	735	('1546',)
448	0.00022059778678421818	278	('4787',)
449	0.00022059539648716504	672	('5403',)
450	0.00021880464301184815	535	('4032',)
451	0.00021644799020037228	819	('2278',)
452	0.00021642164916787197	50	('306',)
453	0.00021569794722625443	650	('3191',)
454	0.0002143381757181276	638	('2239',)
455	0.00021423376577873874	267	('4702',)
456	0.0002104372356225915	499	('4019',)
457	0.00020778798096408237	116	('4436',)
458	0.00020557319313518183	266	('2877',)
459	0.00020379379839856738	620	('5865',)
460	0.00020093606967525756	401	('4739',)
461	0.00020055931373286434	706	('238',)
462	0.00020051859283691176	155	('4474',)
463	0.00020040923942339522	207	('2085',)
464	0.00019935382123010496	292	('1652',)
465	0.00019799468220258343	133	('4832',)
466	0.00019516884499113307	462	('4823',)
467	0.00018831203355041553	679	('3560',)
468	0.0001882099480059658	553	('1661',)
469	0.0001866768562059886	820	('4826',)
470	0.0001864244147819267	560	('1549',)
471	0.0001858941924736216	689	('4088',)
472	0.00018560689572077365	701	('5325',)
473	0.00018390225112867992	432	('4488',)
474	0.00018299512875929026	784	('4523',)
475	0.0001822734677293977	104	('950',)
476	0.00017899853641824566	148	('730',)
477	0.00017830681818978042	433	('2213',)
478	0.0001770618726354247	609	('4538',)
479	0.00017683376661673978	428	('4199',)
480	0.00017569352437236688	381	('2958',)
481	0.00017470171396433913	248	('1669',)
482	0.0001745974291737691	699	('393',)
483	0.00017402124878969285	753	('2489',)
484	0.00016978742004151626	853	('93',)
485	0.00016968657886537306	98	('774',)
486	0.00016949453778799083	281	('5908',)
487	0.0001662988726787256	270	('7830',)
488	0.00016423981034922685	723	('174',)
489	0.0001629935804929641	475	('5040',)
490	0.00016290484516086313	103	('4425',)
491	0.00015865598563821265	296	('120',)
492	0.00015626109388385475	286	('5681',)
493	0.00015590703718344827	427	('1633',)
494	0.00015541957865911461	778	('2692',)
495	0.00015408868517981458	754	('303',)
496	0.00015360949460633037	744	('2617',)
497	0.000151211553531708	377	('923',)
498	0.0001477796014502513	611	('2559',)
499	0.00014735732628634612	767	('1238',)
500	0.00014703320865674873	847	('1535',)
501	0.00014698754663648622	338	('1802',)
502	0.00014563262268453333	511	('6323',)
503	0.0001439654428117994	303	('1734',)
504	0.00014342497023138608	400	('2383',)
505	0.00014301786379784356	692	('1857',)
506	0.00014175176215410162	790	('4731',)
507	0.00014132975073387525	865	('4661',)
508	0.00014055974315054418	443	('5605',)
509	0.000139659271041227	280	('5127',)
510	0.00013930970119256056	297	('5307',)
511	0.00013705027558964892	719	('7975',)
512	0.00013677716343527503	378	('4264',)
513	0.00013672391078597192	803	('5645',)
514	0.00013663687241589626	480	('5172',)
515	0.00013496731904233942	118	('1357',)
516	0.0001339519757390884	639	('8657',)
517	0.00013392902075892835	724	('4815',)
518	0.00013226446250514295	570	('6036',)
519	0.0001322328800845519	612	('1823',)
520	0.00013215168061968843	237	('3982',)
521	0.00013106060493104927	528	('4638',)
522	0.00013081267344618083	643	('2334',)
523	0.00013066994246812576	461	('2375',)
524	0.00013032469168055365	709	('2884',)
525	0.00012913611746423947	293	('747',)
526	0.000129057205704069	629	('1462',)
527	0.0001287561196903037	741	('3113',)
528	0.00012807999920279428	616	('2531',)
529	0.00012476513804028161	804	('4996',)
530	0.0001245549554122179	501	('4389',)
531	0.0001238347845891781	615	('2483',)
532	0.0001230302916947835	97	('2191',)
533	0.00012158608111473817	445	('372',)
534	0.00012052333114205601	722	('3011',)
535	0.00012027728379965954	837	('8232',)
536	0.00012016753833621949	520	('4671',)
537	0.00011715673714909574	451	('9692',)
538	0.00011669656888032629	227	('1936',)
539	0.0001164502550000776	718	('3341',)
540	0.00011634999884339956	526	('3365',)
541	0.00011514145769883313	509	('3886',)
542	0.00011439314775641308	222	('1000',)
543	0.00011397544612900035	25	('1021',)
544	0.00011312930229157259	206	('5942',)
545	0.0001124324496574366	770	('1607',)
546	0.00011206085179075046	294	('3362',)
547	0.00011155697342858284	417	('2487',)
548	0.00011137388087259301	439	('43',)
549	0.00011095871305953078	725	('6233',)
550	0.0001108156230005971	710	('3955',)
551	0.00011073057748740808	816	('5016',)
552	0.00011042355814887641	745	('5803',)
553	0.00011011721505412551	506	('4486',)
554	0.00010982279080915658	365	('5339',)
555	0.00010913261855327212	196	('743',)
556	0.00010902523849836894	649	('3801',)
557	0.00010891762479456946	149	('5014',)
558	0.00010885355067455401	500	('5723',)
559	0.00010795840768298913	283	('4926',)
560	0.00010736154073792883	448	('1640',)
561	0.000106686988813506	301	('3168',)
562	0.0001065758210078815	369	('5763',)
563	0.00010616424966406797	552	('1157',)
564	0.0001052580438786331	593	('4192',)
565	0.00010451333950233741	586	('4246',)
566	0.00010402250891921259	534	('1602',)
567	0.00010201397322381057	580	('3561',)
568	0.00010159212297061268	193	('3026',)
569	0.00010156575555441577	159	('4321',)
570	0.00010107174185014587	78	('5736',)
571	0.00010065035592975844	623	('9487',)
572	9.932816412025541e-05	748	('2159',)
573	9.920789229286503e-05	335	('1466',)
574	9.76629261088839e-05	619	('2905',)
575	9.627984973232533e-05	838	('2558',)
576	9.578746477506988e-05	605	('1916',)
577	9.517698287290241e-05	769	('3882',)
578	9.458420135554816e-05	756	('3049',)
579	9.380188529349681e-05	490	('134',)
580	9.339258981069348e-05	721	('4079',)
581	9.146065409572402e-05	134	('2057',)
582	9.078634824022952e-05	886	('1293',)
583	8.806401776294924e-05	762	('1501',)
584	8.806199591745371e-05	368	('3597',)
585	8.60803385421428e-05	402	('3422',)
586	8.56747848833715e-05	717	('909',)
587	8.441033720316078e-05	214	('5801',)
588	8.425368895241794e-05	698	('1053',)
589	8.272272631995627e-05	651	('3489',)
590	8.034881382013792e-05	221	('4017',)
591	7.994007348375605e-05	64	('6484',)
592	7.907636430859429e-05	768	('2711',)
593	7.87998106108434e-05	841	('5478',)
594	7.818557111381002e-05	582	('3072',)
595	7.496998721561733e-05	822	('674',)
596	7.468519647088436e-05	781	('704',)
597	7.387367197103333e-05	308	('5924',)
598	7.358230324451019e-05	874	('3512',)
599	7.198943405996139e-05	665	('4960',)
600	6.833815306555357e-05	92	('9231',)
601	6.739491048510456e-05	866	('4353',)
602	6.728325698594092e-05	887	('5584',)
603	6.690547966015564e-05	287	('2789',)
604	6.532954460378749e-05	449	('1470',)
605	6.507564183507198e-05	640	('4940',)
606	6.476570750418263e-05	680	('3988',)
607	6.458037395679352e-05	302	('3408',)
608	6.417527318940337e-05	707	('3327',)
609	6.406040220470862e-05	703	('5334',)
610	6.399563651704601e-05	645	('4239',)
611	6.397931121758236e-05	834	('987',)
612	6.390452381374664e-05	333	('5369',)
613	6.333754452292283e-05	712	('4366',)
614	6.288674903792388e-05	652	('5485',)
615	6.27943651303881e-05	622	('2753',)
616	6.196605871406967e-05	904	('528',)
617	6.113813052702717e-05	472	('7582',)
618	6.005746596973095e-05	870	('1949',)
619	6.002564742975337e-05	478	('4011',)
620	5.852058181159645e-05	811	('4114',)
621	5.851099565230871e-05	291	('900',)
622	5.8480681967882755e-05	575	('3646',)
623	5.7466941542545774e-05	694	('4576',)
624	5.710308054752206e-05	883	('3262',)
625	5.690980371531908e-05	660	('3679',)
626	5.552571373445147e-05	675	('4866',)
627	5.50883974691708e-05	351	('5483',)
628	5.498025526765324e-05	773	('2653',)
629	5.498025526765324e-05	774	('5950',)
630	5.331111760127345e-05	608	('5025',)
631	5.282785443796224e-05	646	('2508',)
632	5.260760391226855e-05	455	('6053',)
633	5.1396192470750526e-05	897	('448',)
634	5.1163203045473106e-05	896	('452',)
635	5.0946404498283647e-05	815	('4234',)
636	5.0343293510815535e-05	738	('4665',)
637	4.9943676791310324e-05	875	('3730',)
638	4.8244906957765e-05	498	('4074',)
639	4.8221618778840244e-05	325	('274',)
640	4.810781650998531e-05	522	('1375',)
641	4.809801605296671e-05	817	('4096',)
642	4.755557798380291e-05	632	('5241',)
643	4.697085632272808e-05	386	('4703',)
644	4.681196653968994e-05	398	('28',)
645	4.644142332805281e-05	681	('7872',)
646	4.519277569285371e-05	708	('4421',)
647	4.445754413827067e-05	849	('8807',)
648	4.423988786488378e-05	755	('2309',)
649	4.372030577212353e-05	358	('3357',)
650	4.35435947740573e-05	344	('17',)
651	4.334723624130083e-05	74	('1981',)
652	4.294876803747987e-05	279	('147',)
653	4.260059512021116e-05	850	('8663',)
654	4.219909340263195e-05	328	('16',)
655	4.207454122872497e-05	289	('4525',)
656	4.143642404286461e-05	529	('5857',)
657	4.134089493616697e-05	893	('4322',)
658	4.112198494528927e-05	557	('5945',)
659	4.106035512856066e-05	304	('2959',)
660	4.066633081539822e-05	662	('8539',)
661	3.9543645279528484e-05	873	('5141',)
662	3.942105857042984e-05	905	('3960',)
663	3.896385942078497e-05	169	('5122',)
664	3.8761650157370666e-05	859	('1536',)
665	3.864497136480587e-05	170	('8624',)
666	3.837457952645872e-05	153	('2179',)
667	3.7494081324025886e-05	760	('4828',)
668	3.728278175314453e-05	843	('3464',)
669	3.7095511227254645e-05	295	('8025',)
670	3.691585445540596e-05	775	('5775',)
671	3.660173048674369e-05	157	('2906',)
672	3.638027659391543e-05	220	('3239',)
673	3.5732129843094124e-05	907	('2289',)
674	3.567020215699346e-05	742	('2230',)
675	3.567020215699346e-05	743	('7866',)
676	3.5602662465486766e-05	394	('1732',)
677	3.533005741777288e-05	168	('1179',)
678	3.473005677071755e-05	813	('4920',)
679	3.455470277861442e-05	471	('8140',)
680	3.449769176006613e-05	300	('6392',)
681	3.44868727504154e-05	467	('4806',)
682	3.44772525992311e-05	747	('2849',)
683	3.4245472399362475e-05	380	('5931',)
684	3.4141721338670745e-05	305	('1611',)
685	3.4141721338670745e-05	307	('5497',)
686	3.3593952831131495e-05	84	('5476',)
687	3.331907922503228e-05	563	('2254',)
688	3.29896153946444e-05	413	('766',)
689	3.275126062108046e-05	315	('2972',)
690	3.2567145455614955e-05	658	('4281',)
691	3.177224987102874e-05	613	('4492',)
692	3.1609047007965705e-05	832	('3865',)
693	3.149107673925785e-05	641	('1678',)
694	3.1280410901217984e-05	637	('187',)
695	3.12261871260748e-05	862	('6214',)
696	3.1185932597584045e-05	195	('268',)
697	3.088787333956566e-05	872	('3547',)
698	3.084269421636604e-05	151	('4320',)
699	2.9618002142862087e-05	727	('5489',)
700	2.9557146729647816e-05	814	('1832',)
701	2.937149171952714e-05	343	('3527',)
