K	PR	Item ID	Item
240	0.0011267083702262896	560	('1549',)
241	0.0011262992845248192	19	('4337',)
242	0.001122589624370689	773	('2653',)
243	0.001122589624370689	774	('5950',)
244	0.0011078764407644202	823	('1392',)
245	0.0011036824451665977	259	('2241',)
246	0.001103463901544223	131	('5778',)
247	0.0011019386214185948	228	('5145',)
248	0.001092310614030809	36	('4779',)
249	0.00108879146293254	554	('5784',)
250	0.0010878744177168407	387	('5917',)
251	0.0010876826350944926	194	('7596',)
252	0.0010861496728614935	278	('4787',)
253	0.001084821129241601	539	('6424',)
254	0.001084620612945562	197	('9265',)
255	0.001082151661569596	45	('811',)
256	0.0010803638504002263	282	('4868',)
257	0.0010798649238351968	406	('1817',)
258	0.0010792880381432382	242	('4070',)
259	0.0010780047384988548	690	('1441',)
260	0.00107246211256522	244	('4006',)
261	0.0010688238626001263	136	('4761',)
262	0.0010639632606041802	597	('2490',)
263	0.0010614036786883209	164	('5438',)
264	0.0010575016985164979	697	('3130',)
265	0.001048487600335842	56	('3107',)
266	0.0010372846402068121	680	('3988',)
267	0.0010299610338468312	435	('311',)
268	0.0010208696983483197	216	('1912',)
269	0.0010181875836280275	632	('5241',)
270	0.0010051800476685723	124	('2918',)
271	0.0009940511922544677	535	('4032',)
272	0.0009933208017141033	322	('5753',)
273	0.0009875462442007598	61	('4250',)
274	0.000984043602087245	360	('3952',)
275	0.0009830718092932883	507	('5345',)
276	0.000982861508744899	249	('166',)
277	0.0009790424499082158	138	('5290',)
278	0.0009736614429203392	199	('1323',)
279	0.0009723254487317542	115	('4564',)
280	0.0009637708071707377	154	('1878',)
281	0.0009633699048010482	558	('4400',)
282	0.0009591135025224584	284	('2760',)
283	0.0009490027240191246	44	('219',)
284	0.0009451243061938433	454	('722',)
285	0.0009439746184401256	625	('2623',)
286	0.0009437406327358969	101	('1593',)
287	0.000937708895370755	98	('774',)
288	0.0009339887531009469	702	('5767',)
289	0.0009332590270896129	375	('5677',)
290	0.0009271922187918897	468	('1872',)
291	0.0009255696686467712	146	('3618',)
292	0.0009252395441627884	571	('2821',)
293	0.0009203794463896158	286	('5681',)
294	0.0009167914349759843	105	('5774',)
295	0.0009143120885237733	583	('3766',)
296	0.0009114106504920729	522	('1375',)
297	0.0009102954648534504	367	('501',)
298	0.000907736378404185	849	('8807',)
299	0.0009074176000171734	139	('8956',)
300	0.0009048768077712948	819	('2278',)
301	0.000900797210562711	4	('3062',)
302	0.0008963705635176617	234	('5270',)
303	0.0008933087936107453	210	('5123',)
304	0.0008926435633409391	211	('130',)
305	0.0008907878037247688	166	('5022',)
306	0.0008884853025420545	37	('2999',)
307	0.0008851744085858036	296	('120',)
308	0.0008825540104857883	272	('854',)
309	0.0008774369028902492	301	('3168',)
310	0.0008743999893297824	487	('5137',)
311	0.0008742143852391563	13	('5793',)
312	0.0008717783742079629	750	('3824',)
313	0.0008698210996993419	850	('8663',)
314	0.0008662264676608318	150	('1698',)
315	0.0008662237974491178	12	('4592',)
316	0.0008598236659661185	319	('1274',)
317	0.0008573278859165065	14	('3767',)
318	0.0008537947607834944	432	('4488',)
319	0.0008504663094553588	429	('5171',)
320	0.0008493191976086543	886	('1293',)
321	0.0008471754790710189	741	('3113',)
322	0.0008403189826411186	292	('1652',)
323	0.0008373044595263837	403	('3010',)
324	0.0008354732057118078	145	('4402',)
325	0.0008350891417804869	147	('2157',)
326	0.0008350015378722092	628	('1786',)
327	0.00083487323534276	65	('4403',)
328	0.0008333920640808577	742	('2230',)
329	0.000828598427362655	905	('3960',)
330	0.0008278573476372564	642	('5157',)
331	0.0008271521673561915	587	('5625',)
332	0.0008264901086420281	689	('4088',)
333	0.0008215814035471487	376	('828',)
334	0.0008202153474331757	341	('1140',)
335	0.0008200631843653649	710	('3955',)
336	0.0008192680532721513	257	('5224',)
337	0.000816615907615016	264	('484',)
338	0.0008154150255389411	592	('1304',)
339	0.0008144192074662369	309	('9468',)
340	0.0008113574351261715	804	('4996',)
341	0.0008102220190266574	578	('6514',)
342	0.0008070007130596825	82	('1282',)
343	0.0008035032990214273	252	('2779',)
344	0.00079952866368684	110	('4611',)
345	0.0007978837977643694	224	('3126',)
346	0.0007931640567041001	456	('3974',)
347	0.0007931406552309157	425	('333',)
348	0.0007931115477597952	528	('4638',)
349	0.0007910470718022769	208	('2307',)
350	0.0007840422932936711	798	('5608',)
351	0.0007826980508017331	504	('2994',)
352	0.0007810086508402103	119	('2369',)
353	0.0007797816515616627	465	('837',)
354	0.0007791357245484405	857	('3326',)
355	0.0007786995405811918	699	('393',)
356	0.0007777102261927948	104	('950',)
357	0.0007750810454251301	142	('903',)
358	0.000768275097154709	246	('1847',)
359	0.00076375570562757	426	('4625',)
360	0.0007610888411352385	280	('5127',)
361	0.000759329127155622	433	('2213',)
362	0.0007547578055787219	416	('3434',)
363	0.0007537109937545939	321	('1286',)
364	0.000753357197615575	274	('966',)
365	0.0007516100792404902	765	('8435',)
366	0.0007487776647674361	352	('2235',)
367	0.0007486660511535938	691	('5956',)
368	0.0007443791191638358	70	('5133',)
369	0.0007429909745834103	874	('3512',)
370	0.0007427586707366338	779	('3179',)
371	0.0007380504028658477	766	('2207',)
372	0.0007364255001326201	503	('1159',)
373	0.0007328006144721597	57	('5450',)
374	0.0007305820476405455	511	('6323',)
375	0.0007305662953305638	645	('4239',)
376	0.0007298266203997066	617	('2654',)
377	0.0007293158947903553	366	('4258',)
378	0.0007288622313055339	574	('2275',)
379	0.0007282163343348059	752	('1816',)
380	0.0007261124949748163	107	('3501',)
381	0.0007258956047432229	336	('4588',)
382	0.0007248957059577598	393	('1997',)
383	0.0007245788412067681	156	('426',)
384	0.0007245548285891812	484	('5708',)
385	0.0007234003699232578	567	('4830',)
386	0.0007202889056054884	584	('5268',)
387	0.0007196901676460483	219	('4453',)
388	0.00071231578052865	553	('1661',)
389	0.0007117230788795184	401	('4739',)
390	0.0007116921199950288	381	('2958',)
391	0.0007107745899276167	700	('193',)
392	0.0007068261040476872	737	('3350',)
393	0.0007064591560959572	275	('3871',)
394	0.0007039754510791234	255	('1413',)
395	0.0007032287955255019	24	('5333',)
396	0.0007007652646813078	269	('2594',)
397	0.0007002987133417684	314	('5094',)
398	0.0007000539046810557	730	('5072',)
399	0.0006988257155147199	644	('3772',)
400	0.0006959372022027168	803	('5645',)
401	0.0006953502247495971	427	('1633',)
402	0.0006938387074504881	514	('2088',)
403	0.0006916777644353628	213	('5718',)
404	0.0006903025471506219	890	('4155',)
405	0.0006901229934430852	581	('4448',)
406	0.0006888978878781775	209	('4867',)
407	0.0006818454815308659	588	('3978',)
408	0.0006800920968357891	173	('3381',)
409	0.0006797645610505221	534	('1602',)
410	0.0006782110495462017	643	('2334',)
411	0.0006781147744535991	502	('2121',)
412	0.0006768741335995037	265	('5749',)
413	0.0006760259562216182	143	('4542',)
414	0.0006753452052327536	176	('5724',)
415	0.0006752400673823812	133	('4832',)
416	0.000674351761676501	459	('6133',)
417	0.000666557436131247	206	('5942',)
418	0.000666176737033499	719	('7975',)
419	0.000661659410346145	23	('3315',)
420	0.0006608580888779368	738	('4665',)
421	0.0006597365650137834	595	('5075',)
422	0.0006567330504755131	187	('3370',)
423	0.0006547223576330921	438	('2503',)
424	0.0006516020302615243	591	('4279',)
425	0.0006507187149582556	397	('369',)
426	0.0006480173374134049	248	('1669',)
427	0.0006479826813392041	235	('915',)
428	0.0006449399795077931	307	('5497',)
429	0.0006390928925019091	442	('5494',)
430	0.0006387799764151571	891	('5635',)
431	0.0006375671949538605	464	('4458',)
432	0.0006368504801477042	152	('4984',)
433	0.000635962061124729	675	('4866',)
434	0.0006352643584589728	270	('7830',)
435	0.0006352022874121577	260	('3837',)
436	0.0006326077524281586	227	('1936',)
437	0.0006268214663338573	132	('1534',)
438	0.0006254713781434243	589	('2414',)
439	0.0006232259087298967	358	('3357',)
440	0.0006214339635992177	308	('5924',)
441	0.0006214307635222133	799	('3324',)
442	0.0006210967333294584	636	('3614',)
443	0.0006201764890468803	129	('2685',)
444	0.0006199182323059937	346	('5213',)
445	0.000617624229788495	117	('1340',)
446	0.0006171804491138922	518	('8839',)
447	0.0006169467361647493	347	('401',)
448	0.0006140165923422452	889	('2754',)
449	0.0006134564942640382	907	('2289',)
450	0.000610756635539432	258	('5836',)
451	0.0006094571236395396	681	('7872',)
452	0.0006089948530242968	162	('4295',)
453	0.0006072179609420532	338	('1802',)
454	0.0006065827504354072	557	('5945',)
455	0.0006027126494742999	677	('963',)
456	0.000601652879852698	303	('1734',)
457	0.0005987541636807024	344	('17',)
458	0.0005983491729902211	696	('5923',)
459	0.0005933530932332693	770	('1607',)
460	0.0005887784107956238	18	('5096',)
461	0.000587506352254064	400	('2383',)
462	0.0005828118084447056	25	('1021',)
463	0.0005804989216399336	860	('5041',)
464	0.0005767133574829068	515	('4231',)
465	0.0005767094270761828	506	('4486',)
466	0.0005754809843569058	783	('1348',)
467	0.0005702325817653448	38	('5821',)
468	0.0005654780491143725	853	('93',)
469	0.0005646440658666194	431	('5643',)
470	0.0005642811355321984	327	('843',)
471	0.0005637737062722878	505	('394',)
472	0.000563437628951407	378	('4264',)
473	0.000562498021415575	566	('283',)
474	0.0005623860667259203	483	('4438',)
475	0.0005621131083245126	458	('3432',)
476	0.0005610896376259514	496	('4717',)
477	0.0005605714834598502	523	('3355',)
478	0.0005564890748804271	838	('2558',)
479	0.0005560921739422008	664	('3380',)
480	0.0005559447109657427	293	('747',)
481	0.0005558403595541683	754	('303',)
482	0.0005556252396762236	247	('3196',)
483	0.0005548161367924781	542	('205',)
484	0.0005538689766905187	251	('1891',)
485	0.0005534018032416996	830	('4005',)
486	0.0005521849581749351	64	('6484',)
487	0.0005521688908705844	494	('3035',)
488	0.0005497909221404322	318	('4510',)
489	0.0005456373477828379	469	('2204',)
490	0.0005454021854629899	775	('5775',)
491	0.0005428666635343406	692	('1857',)
492	0.0005426813218073678	722	('3011',)
493	0.0005426395208327432	762	('1501',)
494	0.0005401981275522674	478	('4011',)
495	0.0005401699756562179	872	('3547',)
496	0.0005384977906334855	606	('4844',)
497	0.0005340802260382196	363	('2067',)
498	0.0005337920106226676	467	('4806',)
499	0.0005308696740900065	616	('2531',)
500	0.0005288658081870085	482	('4404',)
501	0.0005268699149338244	473	('3110',)
502	0.0005268022090267072	529	('5857',)
503	0.0005250532766438689	544	('2762',)
504	0.0005242684102147429	881	('7632',)
505	0.0005242107412869154	541	('4244',)
506	0.0005204768778256642	113	('8640',)
507	0.0005178027922830578	549	('3125',)
508	0.0005152517728114726	748	('2159',)
509	0.0005147444748033981	74	('1981',)
510	0.0005133470261177306	615	('2483',)
511	0.0005126268562682327	501	('4389',)
512	0.0005117369704611295	604	('2155',)
513	0.0005101096837995227	317	('2220',)
514	0.0005091049461429006	305	('1611',)
515	0.0004961193059296749	267	('4702',)
516	0.000495801173245998	283	('4926',)
517	0.0004951283132228965	281	('5908',)
518	0.0004947030423941296	887	('5584',)
519	0.0004920406972035204	732	('1720',)
520	0.0004917567639704032	865	('4661',)
521	0.0004911311832433626	497	('808',)
522	0.000490478189534182	756	('3049',)
523	0.0004894017963859265	596	('21',)
524	0.0004878782594253188	499	('4019',)
525	0.0004864799582978387	297	('5307',)
526	0.0004854220742301612	873	('5141',)
527	0.0004851657389426404	512	('1314',)
528	0.00048496050851748245	611	('2559',)
529	0.0004836370193537624	130	('2201',)
530	0.00048157840447309724	149	('5014',)
531	0.00047842137599552934	551	('5160',)
532	0.0004772659281674586	80	('3415',)
533	0.00047666371616943235	543	('3124',)
534	0.0004759449810829835	822	('674',)
535	0.00047387021166629066	867	('1389',)
536	0.0004725108463799026	875	('3730',)
537	0.00046934129850032143	784	('4523',)
538	0.00046865138411555614	847	('1535',)
539	0.00046739916559177246	767	('1238',)
540	0.00046673854587292045	304	('2959',)
541	0.0004663986615945259	718	('3341',)
542	0.0004661824531825698	287	('2789',)
543	0.00046545910702193026	721	('4079',)
544	0.00046352042376081407	848	('6260',)
545	0.0004615486406013898	614	('2145',)
546	0.0004595722763933163	75	('4196',)
547	0.00045657192398227553	586	('4246',)
548	0.00045530953895968487	402	('3422',)
549	0.00045472815727492247	170	('8624',)
550	0.00044976533843837533	712	('4366',)
551	0.00044655477124069993	687	('790',)
552	0.0004457680917073133	383	('2385',)
553	0.0004425119109683601	637	('187',)
554	0.000442041714448709	379	('6142',)
555	0.00044059950796288515	289	('4525',)
556	0.0004383444974553364	266	('2877',)
557	0.00043790052196827315	724	('4815',)
558	0.00043659544488572496	639	('8657',)
559	0.0004364476184513118	97	('2191',)
560	0.0004344470058038609	221	('4017',)
561	0.00043044288132732683	193	('3026',)
562	0.00042964258446152566	679	('3560',)
563	0.0004257182015635979	755	('2309',)
564	0.0004240844618101688	279	('147',)
565	0.0004226963633272869	66	('3976',)
566	0.00042157009550746946	302	('3408',)
567	0.0004205612805676856	369	('5763',)
568	0.00042007817908660964	6	('52',)
569	0.0004200219377427334	888	('677',)
570	0.00041753744026999824	623	('9487',)
571	0.00041744174603208783	693	('3943',)
572	0.00041629769675143263	445	('372',)
573	0.000415586991947986	716	('4449',)
574	0.00041378652142456615	555	('1957',)
575	0.0004103682609121403	768	('2711',)
576	0.00040663132413017557	527	('1821',)
577	0.00040593110454809647	73	('3003',)
578	0.00040590976873408743	116	('4436',)
579	0.00040529960924624587	239	('2714',)
580	0.00040527073469789643	50	('306',)
581	0.00040521053249668854	277	('3917',)
582	0.0004044780168497228	862	('6214',)
583	0.00040445618859026995	386	('4703',)
584	0.00040398313387822064	351	('5483',)
585	0.000401142526220591	743	('7866',)
586	0.00040097596031277453	672	('5403',)
587	0.0003996727518842859	520	('4671',)
588	0.0003977024261336835	72	('3923',)
589	0.0003973381872570811	222	('1000',)
590	0.0003965700591652832	103	('4425',)
591	0.00039581987705722307	439	('43',)
592	0.00039462858853948397	650	('3191',)
593	0.00039433688030689244	869	('6495',)
594	0.0003937863935858958	897	('448',)
595	0.00039047359105355973	701	('5325',)
596	0.0003899944521797983	744	('2617',)
597	0.0003868001004615519	764	('2516',)
598	0.00038622513306840457	612	('1823',)
599	0.00038585667475591294	837	('8232',)
600	0.00038571511595547327	447	('5851',)
601	0.00038563705836900774	717	('909',)
602	0.00038515418810160007	580	('3561',)
603	0.0003791476555302163	735	('1546',)
604	0.00037799844000012357	708	('4421',)
605	0.000377879789437723	821	('4660',)
606	0.00037457904712349406	444	('6418',)
607	0.00037340704468383744	652	('5485',)
608	0.00037139448779568095	428	('4199',)
609	0.00036904538766198414	605	('1916',)
610	0.0003658476785067919	237	('3982',)
611	0.00036539610121692333	671	('8115',)
612	0.00036533886768490265	725	('6233',)
613	0.00036267679118787567	532	('7',)
614	0.00035993641206285296	495	('5134',)
615	0.0003590415271013547	816	('5016',)
616	0.00035609318004126416	167	('3791',)
617	0.000355763206311872	377	('923',)
618	0.00035505377879703053	291	('900',)
619	0.0003540883872477312	609	('4538',)
620	0.00035349185100572573	500	('5723',)
621	0.0003524268984334515	575	('3646',)
622	0.0003517491773400709	841	('5478',)
623	0.0003514821968530444	422	('1990',)
624	0.0003472969022033659	673	('7895',)
625	0.0003449951778087442	832	('3865',)
626	0.0003436281371230108	649	('3801',)
627	0.0003432879943348292	682	('8220',)
628	0.000342688982386529	486	('2302',)
629	0.00034047672363550935	365	('5339',)
630	0.00034034737675394674	896	('452',)
631	0.0003400123936514483	155	('4474',)
632	0.00033921279304424207	364	('4760',)
633	0.0003383502135037377	608	('5025',)
634	0.00033800489681728475	449	('1470',)
635	0.00033785681194855715	424	('4059',)
636	0.00033753763542087044	814	('1832',)
637	0.0003372308250627287	153	('2179',)
638	0.0003359806301727891	485	('6196',)
639	0.00033544390009761135	159	('4321',)
640	0.0003349336331234545	826	('4065',)
641	0.0003344620090454172	480	('5172',)
642	0.00033301220541945184	220	('3239',)
643	0.00033210207433273005	884	('2417',)
644	0.0003300673060664698	878	('1529',)
645	0.00032957149010783834	753	('2489',)
646	0.00032562109402258817	118	('1357',)
647	0.0003250287261118349	879	('3378',)
648	0.00032362851749800366	906	('3199',)
649	0.000323216460411149	355	('965',)
650	0.00032013554877942493	813	('4920',)
651	0.0003199729500787253	619	('2905',)
652	0.0003186864050785204	300	('6392',)
653	0.0003172618886536127	457	('6469',)
654	0.00031680454432825365	380	('5931',)
655	0.0003159506891445087	294	('3362',)
656	0.00031576704161233527	727	('5489',)
657	0.00031569113991823867	706	('238',)
658	0.0003153775859101025	169	('5122',)
659	0.00031522213492231175	686	('7702',)
660	0.00031516336029106573	610	('3175',)
661	0.00031295882979620084	509	('3886',)
662	0.00031159704850396044	519	('4480',)
663	0.0003111340623854578	776	('6187',)
664	0.0003107352377372148	828	('4991',)
665	0.000310543370165743	777	('1612',)
666	0.0003103866842783684	370	('5756',)
667	0.0003102275959017698	633	('2649',)
668	0.00030927100643321725	769	('3882',)
669	0.0003082057480653791	417	('2487',)
670	0.0003074725894242705	840	('5112',)
671	0.00030487993184533346	778	('2692',)
672	0.00030235351581499174	603	('324',)
673	0.0003006204201735688	901	('4762',)
674	0.000300204371504628	790	('4731',)
675	0.0002999639628977498	667	('2415',)
676	0.00029920824505817896	792	('3729',)
677	0.000298511941270344	694	('4576',)
678	0.00029741785866788806	372	('9719',)
679	0.0002968871293438076	62	('4561',)
680	0.00029603940480354973	876	('424',)
681	0.0002947604102854121	368	('3597',)
682	0.0002946794804873556	760	('4828',)
683	0.00029327132785378037	653	('502',)
684	0.0002931407805908272	739	('2260',)
685	0.0002921237672062906	335	('1466',)
686	0.000291997967756711	629	('1462',)
687	0.00029076544251844497	723	('174',)
688	0.0002890086007694324	800	('4391',)
689	0.0002878403871229645	398	('28',)
690	0.00028740366138289776	552	('1157',)
691	0.0002873288372155143	815	('4234',)
692	0.0002858518435308844	570	('6036',)
693	0.00028549941854653335	640	('4940',)
694	0.00028524910922790684	148	('730',)
695	0.0002823627867993566	817	('4096',)
696	0.0002809624772193299	829	('5561',)
697	0.00028078373422040355	781	('704',)
698	0.00028000346003955866	295	('8025',)
699	0.00027889315178132216	490	('134',)
700	0.0002779473697046648	802	('1068',)
701	0.00027655381421239067	214	('5801',)
702	0.0002758642560942533	462	('4823',)
703	0.00027547865468525935	655	('20',)
704	0.00027483259210045534	299	('2058',)
705	0.0002741340975459516	683	('8144',)
706	0.000271669910491852	498	('4074',)
707	0.0002699036442869453	883	('3262',)
708	0.0002697594663891686	843	('3464',)
709	0.0002690140476437606	607	('8164',)
710	0.00026879013502910463	582	('3072',)
