K	PR	Item ID	Item
67	0.0028740607772129393	126	('4352',)
68	0.0028517202603391147	58	('3521',)
69	0.0027943721925562724	177	('4899',)
70	0.0027860391798273736	415	('4247',)
71	0.002783564272059396	10	('2605',)
72	0.0027676632943738574	91	('821',)
73	0.0027634919041554617	29	('3867',)
74	0.002737947253501806	404	('1600',)
75	0.0027327970447434888	212	('2992',)
76	0.002722389878449672	171	('2331',)
77	0.002714299154635531	93	('1747',)
78	0.002714047141293142	446	('4410',)
79	0.0027022985621053524	233	('5891',)
80	0.002683525594935888	226	('686',)
81	0.002665713928963035	353	('2775',)
82	0.002661724111778967	198	('2631',)
83	0.0026505269557107964	161	('4992',)
84	0.002636215592110991	67	('2828',)
85	0.0025764810179927013	310	('5146',)
86	0.002575195586369591	95	('4173',)
87	0.0025646162822413206	192	('4624',)
88	0.002552094266190655	547	('2823',)
89	0.002539866067208495	349	('4977',)
90	0.002531518960003242	450	('4303',)
91	0.0025181715083454704	106	('5554',)
92	0.0025102159475661424	261	('889',)
93	0.0024933000381377594	191	('3241',)
94	0.002458020312060044	600	('490',)
95	0.0024257179408461974	373	('181',)
96	0.0024254253312390377	11	('8805',)
97	0.00241785063331362	85	('167',)
98	0.002410482813029825	90	('2688',)
99	0.002395764789718446	9	('1903',)
100	0.0023911773322640253	144	('3092',)
101	0.002383697682199251	561	('143',)
102	0.0023673070580097714	186	('8079',)
103	0.0023321473541668726	481	('7606',)
104	0.0023139219228195413	202	('1658',)
105	0.0023067281770755327	530	('5760',)
106	0.002301260158895804	114	('9703',)
107	0.0023008981938481797	175	('4289',)
108	0.0022972561519017296	89	('3983',)
109	0.0022896776320984074	654	('3077',)
110	0.0022854979850881773	550	('5363',)
111	0.0022453521596295183	389	('3915',)
112	0.002219526617995892	440	('273',)
113	0.002200614753936662	225	('4774',)
114	0.002154095712735586	112	('4640',)
115	0.0021037054186783797	183	('1219',)
116	0.002080398989549925	316	('7597',)
117	0.002067046157279926	232	('3595',)
118	0.002041181887089688	562	('1831',)
119	0.002012512126114618	81	('90',)
120	0.00200330720669753	268	('2131',)
121	0.001997943144086773	245	('3592',)
122	0.001978420919038983	418	('8092',)
123	0.0019707374771585633	808	('3649',)
124	0.001962717551243592	51	('5196',)
125	0.0019392325171714128	49	('603',)
126	0.0019313264535438814	362	('2664',)
127	0.001912970732877422	52	('4067',)
128	0.0019121593461207103	340	('4827',)
129	0.0018765934034837897	17	('5757',)
130	0.0018751745193851216	384	('1080',)
131	0.0018629928608057667	135	('2200',)
132	0.0018405505411853394	194	('7596',)
133	0.0018199060148908896	123	('4620',)
134	0.0018121515616355709	231	('2771',)
135	0.0018104953447132719	510	('8914',)
136	0.0018046296393787623	411	('2935',)
137	0.0018032499149672307	27	('151',)
138	0.0017912056000252822	470	('593',)
139	0.0017881242713690306	332	('4858',)
140	0.0017771523254026624	423	('1985',)
141	0.0017522703848278282	102	('3662',)
142	0.0017414768162582995	201	('2865',)
143	0.0017405940808611882	229	('4345',)
144	0.001735757030451795	361	('9581',)
145	0.0017217176326240749	537	('42',)
146	0.0017154624472305738	271	('2968',)
147	0.0016925883979176898	172	('1369',)
148	0.0016825928249158972	160	('732',)
149	0.0016779259175770142	420	('3144',)
150	0.0016733247864156127	285	('611',)
151	0.0016613548123266492	68	('2346',)
152	0.0016284206630663336	419	('4747',)
153	0.00162371361704964	548	('5899',)
154	0.0016099194782725056	412	('819',)
155	0.0016048821921653819	55	('5152',)
156	0.001575985838864088	339	('5513',)
157	0.0015449677494645147	2	('5015',)
158	0.001519222377907626	493	('944',)
159	0.0015150843516507973	19	('4337',)
160	0.0015146191103606922	215	('2266',)
161	0.0015016809066728198	320	('4188',)
162	0.0014938454185779697	391	('3719',)
163	0.0014917859127835922	573	('4444',)
164	0.0014855285196421208	324	('2567',)
165	0.0014800394296319486	538	('681',)
166	0.0014773426657164652	545	('943',)
167	0.001468574880509695	517	('207',)
168	0.0014614795508952278	695	('2833',)
169	0.0014599343783774454	533	('2249',)
170	0.0014474518712204586	598	('3775',)
171	0.001439784951474081	435	('311',)
172	0.0014343476541176295	131	('5778',)
173	0.0014309084394219145	556	('5135',)
174	0.001430503117432241	211	('130',)
175	0.0014296858754005584	83	('2491',)
176	0.0014286948411465759	430	('5263',)
177	0.001418042970508322	35	('1952',)
178	0.0014145320048145865	576	('253',)
179	0.0014106668085628628	180	('4700',)
180	0.0013970738406850428	61	('4250',)
181	0.0013947480445983098	323	('639',)
182	0.0013920161646902918	525	('2756',)
183	0.0013866552910037492	230	('3106',)
184	0.0013647865919979602	250	('1532',)
185	0.0013554810275213471	12	('4592',)
186	0.001355012207760734	684	('1254',)
187	0.0013534551123616698	578	('6514',)
188	0.0013512403977494437	216	('1912',)
189	0.0013481111222434844	488	('3099',)
190	0.0013458620093521455	223	('4752',)
191	0.001345249417604441	244	('4006',)
192	0.0013424228075367903	564	('5676',)
193	0.0013390440220389238	751	('3624',)
194	0.0013186010708575045	236	('3724',)
195	0.0013185349485232254	367	('501',)
196	0.0013042991339381647	337	('5581',)
197	0.0012950036371285293	240	('689',)
198	0.001292926776193905	452	('1139',)
199	0.0012905322673858084	204	('2831',)
200	0.0012854365919862918	546	('1988',)
201	0.0012826217294472472	436	('4489',)
202	0.0012763507044627363	516	('1597',)
203	0.0012724147037266875	242	('4070',)
204	0.0012704937128637304	697	('3130',)
205	0.001268278739051177	44	('219',)
206	0.001261417411888824	218	('5889',)
207	0.0012367744616023774	749	('3066',)
208	0.0012314689506433812	309	('9468',)
209	0.0012205701565983253	274	('966',)
210	0.0012124083525348046	166	('5022',)
211	0.0011864649020149867	262	('6047',)
212	0.0011737688499424298	197	('9265',)
213	0.0011707420832901567	702	('5767',)
214	0.00116833277934491	594	('5808',)
215	0.0011676406168650425	140	('9826',)
216	0.001160856238982016	141	('6464',)
217	0.0011545980727855995	524	('1708',)
218	0.0011469608937701647	41	('5828',)
219	0.0011459097339002763	4	('3062',)
220	0.0011264980663009824	246	('1847',)
221	0.0011203356830026615	773	('2653',)
222	0.0011203356830026615	774	('5950',)
223	0.0011179154736758055	158	('7762',)
224	0.00110531634976319	468	('1872',)
225	0.0010994523948660467	397	('369',)
226	0.0010885565137923132	37	('2999',)
227	0.0010853615437921148	638	('2239',)
228	0.0010846715547093658	375	('5677',)
229	0.0010838367406381386	110	('4611',)
230	0.00108130339442885	334	('1452',)
231	0.0010631114837251138	627	('1995',)
232	0.0010491655032592985	136	('4761',)
233	0.0010453740166108435	45	('811',)
234	0.0010452160429581707	228	('5145',)
235	0.0010378828023339473	904	('528',)
236	0.0010356343164685102	558	('4400',)
237	0.0010347698125584657	765	('8435',)
238	0.0010325418917977566	536	('4714',)
239	0.0010319875699071424	453	('1483',)
240	0.0010142394308921454	156	('426',)
241	0.0010132040670122573	846	('1142',)
242	0.0010056354133207354	272	('854',)
243	0.001002594218339098	456	('3974',)
244	0.000995837094608073	137	('402',)
245	0.0009951872184080373	845	('3218',)
246	0.0009865361142478177	554	('5784',)
247	0.0009863011547652165	164	('5438',)
248	0.000980365299593548	574	('2275',)
249	0.0009712455256873512	69	('3169',)
250	0.0009599795568192806	40	('5629',)
251	0.000958893889429467	508	('2539',)
252	0.0009523547650234414	173	('3381',)
253	0.0009490277255050099	403	('3010',)
254	0.0009388269034142906	154	('1878',)
255	0.00093771356685121	54	('881',)
256	0.0009364374703419441	101	('1593',)
257	0.0009306067601542169	597	('2490',)
258	0.0009153152355639138	165	('5490',)
259	0.0009127869816394746	750	('3824',)
260	0.000912238885268241	57	('5450',)
261	0.0009095324109760581	421	('5477',)
262	0.0009073280952114229	187	('3370',)
263	0.0009060646011712451	539	('6424',)
264	0.000905913820520102	849	('8807',)
265	0.0009044547476493998	14	('3767',)
266	0.0008936929126548929	620	('5865',)
267	0.0008900207485615569	326	('1276',)
268	0.0008702697359008584	56	('3107',)
269	0.0008690013195198549	475	('5040',)
270	0.0008681143161321158	234	('5270',)
271	0.0008680746683101323	850	('8663',)
272	0.0008606657131611309	479	('1965',)
273	0.0008601576142163945	200	('2940',)
274	0.0008591290678905281	560	('1549',)
275	0.0008419033482402299	65	('4403',)
276	0.0008410755408112097	282	('4868',)
277	0.0008380039184426764	88	('3342',)
278	0.00083595535952987	341	('1140',)
279	0.0008335407447770311	259	('2241',)
280	0.0008217116318618523	642	('5157',)
281	0.0008167317692592103	36	('4779',)
282	0.0008143024789129096	779	('3179',)
283	0.0008095280856788913	504	('2994',)
284	0.0008070353350330037	176	('5724',)
285	0.0008035303917896524	70	('5133',)
286	0.0008024143699269314	463	('818',)
287	0.0008017103019087124	438	('2503',)
288	0.0007973119755321347	690	('1441',)
289	0.0007925130215856617	142	('903',)
290	0.0007852343016329952	190	('1107',)
291	0.0007829368379197984	454	('722',)
292	0.000779833506844909	146	('3618',)
293	0.000779531740200914	100	('1524',)
294	0.0007769245174822641	249	('166',)
295	0.000773444321049889	766	('2207',)
296	0.0007716630300408693	219	('4453',)
297	0.0007646985606490808	691	('5956',)
298	0.0007634995922118749	429	('5171',)
299	0.0007622731608902446	147	('2157',)
300	0.0007535515316308003	406	('1817',)
301	0.0007424722488682594	360	('3952',)
302	0.0007408565577717172	139	('8956',)
303	0.0007400844365453639	322	('5753',)
304	0.0007365304029034995	583	('3766',)
305	0.0007351410322422326	331	('7593',)
306	0.0007342354950668806	416	('3434',)
307	0.00072847644815111	275	('3871',)
308	0.0007280857714096366	138	('5290',)
309	0.0007225079077891597	704	('2394',)
310	0.0007221214050965079	625	('2623',)
311	0.000718612046308177	115	('4564',)
312	0.000717601833816618	886	('1293',)
313	0.0007115786044693674	145	('4402',)
314	0.0007051253175146755	632	('5241',)
315	0.0007047232252225923	269	('2594',)
316	0.0007000804352057042	124	('2918',)
317	0.0006928387269041599	584	('5268',)
318	0.0006871493510749059	113	('8640',)
319	0.0006871395419322719	425	('333',)
320	0.0006815037057880717	677	('963',)
321	0.000680644608514795	107	('3501',)
322	0.0006787648048595437	752	('1816',)
323	0.0006775129801438692	798	('5608',)
324	0.0006707696352192039	905	('3960',)
325	0.0006701028719382579	199	('1323',)
326	0.000665574564866066	664	('3380',)
327	0.0006652035414434196	473	('3110',)
328	0.000662627652191376	208	('2307',)
329	0.0006592920615634817	592	('1304',)
330	0.0006576402731123686	820	('4826',)
331	0.0006546265653256362	257	('5224',)
332	0.0006502788474450193	327	('843',)
333	0.0006497311773448287	567	('4830',)
334	0.0006481565130813031	207	('2085',)
335	0.0006468772183370718	587	('5625',)
336	0.000645418228725871	213	('5718',)
337	0.0006408330548868908	477	('4452',)
338	0.0006374478786017546	542	('205',)
339	0.0006350940680482595	76	('1782',)
340	0.000626864639333526	150	('1698',)
341	0.0006230900869869777	469	('2204',)
342	0.0006205191116001891	710	('3955',)
343	0.0006140216300027494	823	('1392',)
344	0.0006083805115114984	528	('4638',)
345	0.0006079156879674777	205	('4500',)
346	0.0006020743682072658	804	('4996',)
347	0.0006014880310720869	414	('4851',)
348	0.000600685515480882	860	('5041',)
349	0.0006002989627842974	376	('828',)
350	0.0005985260081698718	696	('5923',)
351	0.0005974893740160086	526	('3365',)
352	0.0005954434491088343	13	('5793',)
353	0.0005934270298118856	426	('4625',)
354	0.0005918301364893399	614	('2145',)
355	0.0005880126351256525	687	('790',)
356	0.0005859164882173072	505	('394',)
357	0.0005856181766980084	803	('5645',)
358	0.0005838899186428133	819	('2278',)
359	0.0005838117072582721	518	('8839',)
360	0.0005796466760289026	835	('70',)
361	0.0005778887708915985	487	('5137',)
362	0.0005767543316336633	252	('2779',)
363	0.0005711580686199647	23	('3315',)
364	0.0005690839246436563	393	('1997',)
365	0.000567576983450914	210	('5123',)
366	0.0005666454708274949	352	('2235',)
367	0.0005654233767331919	571	('2821',)
368	0.0005653338192230891	540	('4529',)
369	0.0005644855541676097	277	('3917',)
370	0.0005595987827714101	617	('2654',)
371	0.000558462950525504	595	('5075',)
372	0.0005537525167189016	321	('1286',)
373	0.000553585575712305	606	('4844',)
374	0.0005503896801017633	162	('4295',)
375	0.0005495857147726684	265	('5749',)
376	0.000549280584612431	209	('4867',)
377	0.0005484717409553052	483	('4438',)
378	0.0005470923131245264	572	('3880',)
379	0.0005468199374638571	553	('1661',)
380	0.0005444421961486229	465	('837',)
381	0.0005435417467081174	132	('1534',)
382	0.0005432621913312325	82	('1282',)
383	0.0005420516991143894	255	('1413',)
384	0.0005406788321864639	628	('1786',)
385	0.0005362086452978769	497	('808',)
386	0.0005351597707148329	709	('2884',)
387	0.0005339205006718173	442	('5494',)
388	0.0005328518748573368	7	('232',)
389	0.0005316666538051682	117	('1340',)
390	0.0005315181616622656	38	('5821',)
391	0.0005310736620821618	689	('4088',)
392	0.0005284006068611695	296	('120',)
393	0.000527240964701042	799	('3324',)
394	0.0005247082063489881	496	('4717',)
395	0.0005229435589346369	581	('4448',)
396	0.0005194230651204386	541	('4244',)
397	0.0005168188979584433	693	('3943',)
398	0.0005167170273911855	319	('1274',)
399	0.0005160928862079468	119	('2369',)
400	0.0005126547032268362	264	('484',)
401	0.000504811603621843	18	('5096',)
402	0.0005044461676998513	874	('3512',)
403	0.0005007342713486422	270	('7830',)
404	0.0004993675107347514	224	('3126',)
405	0.0004956532810020125	346	('5213',)
406	0.0004939234475641506	589	('2414',)
407	0.0004929546435750193	217	('1231',)
408	0.0004918896826446254	730	('5072',)
409	0.0004911975526273126	152	('4984',)
410	0.0004892519505468439	314	('5094',)
411	0.00048825877412812433	596	('21',)
412	0.00048765214864286927	104	('950',)
413	0.00048646451436399425	741	('3113',)
414	0.00048593468814252217	857	('3326',)
415	0.00048397759715790105	318	('4510',)
416	0.0004835028159822073	432	('4488',)
417	0.0004819685210607352	551	('5160',)
418	0.00048026098158268475	907	('2289',)
419	0.00047863243243056043	458	('3432',)
420	0.0004778656619418715	235	('915',)
421	0.00047256822821291735	248	('1669',)
422	0.0004725003242128979	129	('2685',)
423	0.00046870890548757584	484	('5708',)
424	0.000464482793656058	784	('4523',)
425	0.0004631964335866936	133	('4832',)
426	0.0004631245904055375	366	('4258',)
427	0.00046109115149235713	515	('4231',)
428	0.0004609461239286633	514	('2088',)
429	0.0004586585773887578	535	('4032',)
430	0.0004561620620771576	167	('3791',)
431	0.0004559681759129185	267	('4702',)
432	0.00045475423863897417	588	('3978',)
433	0.00045392325750382746	105	('5774',)
434	0.00045390318081692997	875	('3730',)
435	0.0004533225024611195	566	('283',)
436	0.00045105615607785683	700	('193',)
437	0.000449819606910437	507	('5345',)
438	0.00044705554170423607	783	('1348',)
439	0.00044528296784269897	284	('2760',)
440	0.0004451682587881707	890	('4155',)
441	0.0004434195691878966	503	('1159',)
442	0.0004429756055049414	737	('3350',)
443	0.00044012343577735317	754	('303',)
444	0.00043880327375681375	431	('5643',)
445	0.000438766934671601	401	('4739',)
446	0.00043699803681887094	865	('4661',)
447	0.00043485052875244143	336	('4588',)
448	0.00043189609213846567	549	('3125',)
449	0.00043048747568935457	636	('3614',)
450	0.0004304040772407472	363	('2067',)
451	0.0004297889236388485	887	('5584',)
452	0.00042933539525649104	847	('1535',)
453	0.0004283070258767576	260	('3837',)
454	0.0004268956127817681	247	('3196',)
455	0.0004267713020503464	764	('2516',)
456	0.0004256271200746239	364	('4760',)
457	0.0004254376596159536	884	('2417',)
458	0.0004247049186706151	511	('6323',)
459	0.00042417407680283106	64	('6484',)
460	0.0004228292343999827	278	('4787',)
461	0.00042269307602492987	75	('4196',)
462	0.0004214023166326297	317	('2220',)
463	0.0004210280245505318	853	('93',)
464	0.0004200834836257856	258	('5836',)
465	0.0004198116532682191	529	('5857',)
466	0.0004193396474926616	383	('2385',)
467	0.0004167760889455817	427	('1633',)
468	0.0004138007730704429	494	('3035',)
469	0.0004073393878835875	673	('7895',)
470	0.0004071847114836859	387	('5917',)
471	0.0004069553223502474	502	('2121',)
472	0.00040542469176183167	591	('4279',)
473	0.0004041436676413086	239	('2714',)
474	0.00040355489412296954	24	('5333',)
475	0.0004034276325539833	482	('4404',)
476	0.0004023124593106522	873	('5141',)
477	0.0003991014038480501	732	('1720',)
478	0.0003988515753146717	379	('6142',)
479	0.00039816432116536574	611	('2559',)
480	0.0003978221357849837	251	('1891',)
481	0.00039744283844296937	586	('4246',)
482	0.00039053273838442876	735	('1546',)
483	0.0003899882526883188	464	('4458',)
484	0.000387377402811263	338	('1802',)
485	0.0003849900502289201	286	('5681',)
486	0.000384581827855427	557	('5945',)
487	0.00038256120839439203	292	('1652',)
488	0.00038086717173096046	266	('2877',)
489	0.00037955962998186736	637	('187',)
490	0.00037936632683325074	372	('9719',)
491	0.00037921036959594494	155	('4474',)
492	0.00037804180638305486	838	('2558',)
493	0.00037723539180622377	616	('2531',)
494	0.00037292503870454984	775	('5775',)
495	0.00037256259100021437	543	('3124',)
496	0.00037245593585880234	80	('3415',)
497	0.00037239802901651133	130	('2201',)
498	0.00037024934308825557	303	('1734',)
499	0.0003620892368531801	400	('2383',)
500	0.00035859033572636716	777	('1612',)
501	0.0003577293943726399	459	('6133',)
502	0.00035625087408281146	701	('5325',)
503	0.0003562080039019778	643	('2334',)
504	0.00035466877519513593	143	('4542',)
505	0.00035434986293877285	50	('306',)
506	0.0003528665140528609	378	('4264',)
507	0.0003500929016093479	608	('5025',)
508	0.0003494366126028666	221	('4017',)
509	0.0003488613043199273	738	('4665',)
510	0.00034813198579633915	381	('2958',)
511	0.00034749158724960616	297	('5307',)
512	0.0003472964742837263	499	('4019',)
513	0.00034681851404869184	433	('2213',)
514	0.00034617832870746917	206	('5942',)
515	0.000345671994370934	486	('2302',)
516	0.00034552958446470506	699	('393',)
517	0.00034549363588922864	755	('2309',)
518	0.0003446769357116321	424	('4059',)
519	0.00034423413200968537	767	('1238',)
520	0.00034057780890577277	534	('1602',)
521	0.0003388046348070094	706	('238',)
522	0.0003371595949807256	74	('1981',)
523	0.000335575196422754	512	('1314',)
524	0.00033500928507661275	639	('8657',)
525	0.0003336834302157903	66	('3976',)
526	0.00033169705710414264	891	('5635',)
527	0.00033104211323801064	753	('2489',)
528	0.0003294303957903664	609	('4538',)
529	0.0003285542962739663	719	('7975',)
530	0.00032682270780898785	619	('2905',)
531	0.00032602106627589207	879	('3378',)
532	0.00032602106627589207	889	('2754',)
533	0.0003258712379011914	837	('8232',)
534	0.00032460107299911185	428	('4199',)
535	0.00032392274378246604	822	('674',)
536	0.00032316079483124256	692	('1857',)
537	0.00032154485124898455	722	('3011',)
538	0.00032126107882731163	724	('4815',)
539	0.0003206637740444435	888	('677',)
540	0.0003205035714491907	281	('5908',)
541	0.00031849705579025246	610	('3175',)
542	0.00031774416231127457	522	('1375',)
543	0.0003174846775292422	906	('3199',)
544	0.0003173506961338015	723	('174',)
545	0.0003164484019777206	718	('3341',)
546	0.0003156907546202395	748	('2159',)
547	0.00031562776050564963	770	('1607',)
548	0.0003151603716997179	519	('4480',)
549	0.0003150810932954376	778	('2692',)
550	0.0003148816880628055	485	('6196',)
551	0.00031439100733024917	721	('4079',)
552	0.00031226497049843924	744	('2617',)
553	0.0003120951511494275	653	('502',)
554	0.00031193274018980274	293	('747',)
555	0.0003108281273359969	649	('3801',)
556	0.0003066135579548649	377	('923',)
557	0.0003064008872805155	444	('6418',)
558	0.00030438300364677426	280	('5127',)
559	0.0003036668294275148	103	('4425',)
560	0.0003025719618902987	655	('20',)
561	0.00030233526289376273	725	('6233',)
562	0.0003017731362969247	301	('3168',)
563	0.00029861102834516525	237	('3982',)
564	0.00029844252963405265	629	('1462',)
565	0.0002959084268201055	650	('3191',)
566	0.0002950935475656435	495	('5134',)
567	0.0002940511820161408	552	('1157',)
568	0.00029371664883916145	672	('5403',)
569	0.0002924310856143162	680	('3988',)
570	0.00029216726628049746	520	('4671',)
571	0.0002905458753203321	402	('3422',)
572	0.00028930662626732855	148	('730',)
573	0.0002881796710797629	25	('1021',)
574	0.00028758265661597116	866	('4353',)
575	0.00028680748455738833	623	('9487',)
576	0.0002866764541532291	790	('4731',)
577	0.00028545121483659794	490	('134',)
578	0.0002852676273546217	814	('1832',)
579	0.0002843713905120723	615	('2483',)
580	0.00028422055839250824	612	('1823',)
581	0.00028330134168604124	116	('4436',)
582	0.00028216579646216805	828	('4991',)
583	0.0002808212425774805	501	('4389',)
584	0.00028053716570729573	220	('3239',)
585	0.0002793528073571297	745	('5803',)
586	0.0002791954485292435	506	('4486',)
587	0.00027688856985687657	527	('1821',)
588	0.0002749605237085256	870	('1949',)
589	0.000274844637266992	462	('4823',)
590	0.0002747603855595388	369	('5763',)
591	0.0002738677226499823	287	('2789',)
592	0.0002728462954437817	386	('4703',)
593	0.0002725588949984781	97	('2191',)
594	0.00026865917496100855	817	('4096',)
595	0.00026850692707884545	826	('4065',)
596	0.0002678484230705338	832	('3865',)
597	0.00026753863657439953	283	('4926',)
598	0.00026750814836513605	652	('5485',)
599	0.00026738412331675987	645	('4239',)
600	0.0002659402159556109	800	('4391',)
601	0.0002652994934997547	302	('3408',)
602	0.0002651303846071308	480	('5172',)
603	0.0002641706483058792	580	('3561',)
604	0.00026341324212781	679	('3560',)
605	0.00026205495731398374	193	('3026',)
606	0.00026078282333617906	443	('5605',)
607	0.00026017363321864575	593	('4192',)
608	0.00025975977777298196	335	('1466',)
609	0.0002581042930055455	843	('3464',)
610	0.0002571988750158336	308	('5924',)
611	0.00025718326890211425	98	('774',)
612	0.0002564619827030472	717	('909',)
613	0.00025608992330168227	523	('3355',)
614	0.00025552160304253614	214	('5801',)
615	0.0002541417407601157	439	('43',)
616	0.0002540881872293521	756	('3049',)
617	0.00025268576631892346	896	('452',)
618	0.0002524856294234389	196	('743',)
619	0.00025222642620818857	149	('5014',)
620	0.000251860593147671	841	('5478',)
621	0.0002516762695038045	222	('1000',)
622	0.0002516325299617782	727	('5489',)
623	0.00025084087880712907	368	('3597',)
624	0.00024975442137115654	768	('2711',)
625	0.0002495427575181908	445	('372',)
626	0.00024929249704760465	570	('6036',)
627	0.0002482689110453974	417	('2487',)
628	0.0002462353109181457	575	('3646',)
629	0.00024589698800349196	901	('4762',)
630	0.00024559404617590806	509	('3886',)
631	0.0002449036136098836	816	('5016',)
632	0.0002419011428493241	159	('4321',)
633	0.00024116351133309378	897	('448',)
634	0.0002411144694722714	898	('5546',)
635	0.00024103265242754002	500	('5723',)
636	0.000240767003710691	646	('2508',)
637	0.0002406026335841779	532	('7',)
638	0.0002401663805973748	118	('1357',)
639	0.00023833912130333197	582	('3072',)
640	0.00023810207281757322	295	('8025',)
641	0.0002377814484467592	762	('1501',)
642	0.0002377421303929614	716	('4449',)
643	0.00023740993941430725	698	('1053',)
644	0.00023713184697382746	461	('2375',)
645	0.00023689601121235142	769	('3882',)
646	0.00023676737988104457	605	('1916',)
647	0.00023614776058547253	893	('4322',)
648	0.00023597247266000153	365	('5339',)
649	0.00023582483664657432	78	('5736',)
650	0.00023480498682014648	640	('4940',)
651	0.0002341046572181007	170	('8624',)
652	0.00023276033961000135	815	('4234',)
653	0.00023268312930886843	786	('5506',)
654	0.0002307177938375865	227	('1936',)
655	0.0002296894206080719	703	('5334',)
656	0.0002276112604894503	811	('4114',)
657	0.00022746650003272365	291	('900',)
658	0.00022660205927029368	781	('704',)
659	0.00022656983852217442	294	('3362',)
660	0.0002263797123765728	289	('4525',)
661	0.0002260301902354648	801	('3289',)
662	0.00022594857996764423	555	('1957',)
663	0.0002243795942799127	351	('5483',)
664	0.00022282718642010585	279	('147',)
665	0.00022020441882617984	834	('987',)
666	0.00021949017296358814	157	('2906',)
667	0.00021943717939377035	821	('4660',)
668	0.00021929959993199837	325	('274',)
669	0.00021926584795226237	134	('2057',)
670	0.00021707650619885182	883	('3262',)
671	0.000216311268550309	878	('1529',)
672	0.00021579734692357916	813	('4920',)
673	0.00021565096786302346	660	('3679',)
674	0.00021516925385716792	665	('4960',)
675	0.00021492725415941184	760	('4828',)
676	0.00021487608737407447	622	('2753',)
677	0.00021479887681195262	708	('4421',)
678	0.00021448314568020942	694	('4576',)
679	0.00021444000260193	451	('9692',)
680	0.0002142824619270711	478	('4011',)
681	0.00021336816879202568	712	('4366',)
682	0.0002127922083861864	802	('1068',)
683	0.0002126246137347425	304	('2959',)
684	0.00021249198509482077	333	('5369',)
685	0.00021245628457172662	715	('322',)
686	0.00021240511930138998	651	('3489',)
687	0.00021104125156616864	344	('17',)
688	0.00021086708826453918	398	('28',)
689	0.00021043493054550083	859	('1536',)
690	0.00021024073818018226	707	('3327',)
691	0.00020896909232032677	168	('1179',)
692	0.00020895153856657147	862	('6214',)
693	0.00020848498659095224	448	('1640',)
694	0.0002076891872512149	607	('8164',)
695	0.0002069272963354499	62	('4561',)
696	0.0002063257835721318	305	('1611',)
697	0.0002063257835721318	307	('5497',)
698	0.00020606610190613834	328	('16',)
699	0.00020543994133574877	871	('2957',)
700	0.00020430132033415785	358	('3357',)
701	0.00020370976147852428	300	('6392',)
702	0.00020264432294930522	343	('3527',)
703	0.0002022904899941797	394	('1732',)
704	0.00020222629941303623	805	('3542',)
705	0.00020222629941303623	806	('5406',)
706	0.00020222629941303623	807	('6407',)
707	0.00020222629941303623	809	('8495',)
708	0.00020118848783907479	92	('9231',)
709	0.00020101292433568488	872	('3547',)
710	0.00020015231085028122	900	('446',)
